ID,name,description,url,created,last modified,version,tactics,detection,platforms,data sources,is sub-technique,sub-technique of,defenses bypassed,contributors,permissions required,supports remote,system requirements,CAPEC ID,impact type,effective permissions,relationship citations
T1056,Input Capture,"Adversaries may use methods of capturing user input to obtain credentials or collect information. During normal system usage, users often provide credentials to various different locations, such as login pages/portals or system dialog boxes. Input capture mechanisms may be transparent to the user (e.g. [Credential API Hooking](https://attack.mitre.org/techniques/T1056/004)) or rely on deceiving the user into providing input into what they believe to be a genuine service (e.g. [Web Portal Capture](https://attack.mitre.org/techniques/T1056/003)).",https://attack.mitre.org/techniques/T1056,31 May 2017,08 March 2022,1.2,"Collection, Credential Access","Detection may vary depending on how input is captured but may include monitoring for certain Windows API calls (e.g. `SetWindowsHook`, `GetKeyState`, and `GetAsyncKeyState`)(Citation: Adventures of a Keystroke), monitoring for malicious instances of [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059), and ensuring no unauthorized drivers or kernel modules that could indicate keylogging or API hooking are present.","Linux, Network, Windows, macOS","Driver: Driver Load, File: File Modification, Process: OS API Execution, Process: Process Creation, Process: Process Metadata, Windows Registry: Windows Registry Key Modification",False,,,"John Lambert, Microsoft Threat Intelligence Center","Administrator, root, SYSTEM, User",,,CAPEC-569,,,"(Citation: FBI FLASH APT39 September 2020),(Citation: Cybereason Chaes Nov 2020),(Citation: ESET Kobalos Jan 2021),(Citation: ESET Kobalos Feb 2021),(Citation: Korean FSI TA505 2020),"
T1056.004,Input Capture: Credential API Hooking,"Adversaries may hook into Windows application programming interface (API) functions to collect user credentials. Malicious hooking mechanisms may capture API calls that include parameters that reveal user authentication credentials.(Citation: Microsoft TrojanSpy:Win32/Ursnif.gen!I Sept 2017) Unlike [Keylogging](https://attack.mitre.org/techniques/T1056/001),  this technique focuses specifically on API functions that include parameters that reveal user credentials. Hooking involves redirecting calls to these functions and can be implemented via:

* **Hooks procedures**, which intercept and execute designated code in response to events such as messages, keystrokes, and mouse inputs.(Citation: Microsoft Hook Overview)(Citation: Elastic Process Injection July 2017)
* **Import address table (IAT) hooking**, which use modifications to a process’s IAT, where pointers to imported API functions are stored.(Citation: Elastic Process Injection July 2017)(Citation: Adlice Software IAT Hooks Oct 2014)(Citation: MWRInfoSecurity Dynamic Hooking 2015)
* **Inline hooking**, which overwrites the first bytes in an API function to redirect code flow.(Citation: Elastic Process Injection July 2017)(Citation: HighTech Bridge Inline Hooking Sept 2011)(Citation: MWRInfoSecurity Dynamic Hooking 2015)
",https://attack.mitre.org/techniques/T1056/004,11 February 2020,10 November 2020,1.0,"Collection, Credential Access","Monitor for calls to the `SetWindowsHookEx` and `SetWinEventHook` functions, which install a hook procedure.(Citation: Microsoft Hook Overview)(Citation: Volatility Detecting Hooks Sept 2012) Also consider analyzing hook chains (which hold pointers to hook procedures for each type of hook) using tools(Citation: Volatility Detecting Hooks Sept 2012)(Citation: PreKageo Winhook Jul 2011)(Citation: Jay GetHooks Sept 2011) or by programmatically examining internal kernel structures.(Citation: Zairon Hooking Dec 2006)(Citation: EyeofRa Detecting Hooking June 2017)

Rootkits detectors(Citation: GMER Rootkits) can also be used to monitor for various types of hooking activity.

Verify integrity of live processes by comparing code in memory to that of corresponding static binaries, specifically checking for jumps and other instructions that redirect code flow. Also consider taking snapshots of newly started processes(Citation: Microsoft Process Snapshot) to compare the in-memory IAT to the real addresses of the referenced functions.(Citation: StackExchange Hooks Jul 2012)(Citation: Adlice Software IAT Hooks Oct 2014)",Windows,"Process: OS API Execution, Process: Process Metadata",True,T1056,,,"Administrator, SYSTEM",,,,,,"(Citation: Unit 42 NOKKI Sept 2018),(Citation: FireEye FIN7 Oct 2019),(Citation: Prevx Carberp March 2011),(Citation: TrendMicro Trickbot Feb 2019),(Citation: Talos ZxShell Oct 2014),(Citation: FinFisher Citation),(Citation: Microsoft PLATINUM April 2016),(Citation: Securelist Sofacy Feb 2018),(Citation: Github PowerShell Empire),(Citation: TrendMicro Ursnif Mar 2015),(Citation: GDATA Zeus Panda June 2017),(Citation: Elastic Process Injection July 2017),"
T1056.002,Input Capture: GUI Input Capture,"Adversaries may mimic common operating system GUI components to prompt users for credentials with a seemingly legitimate prompt. When programs are executed that need additional privileges than are present in the current user context, it is common for the operating system to prompt the user for proper credentials to authorize the elevated privileges for the task (ex: [Bypass User Account Control](https://attack.mitre.org/techniques/T1548/002)).

Adversaries may mimic this functionality to prompt users for credentials with a seemingly legitimate prompt for a number of reasons that mimic normal usage, such as a fake installer requiring additional access or a fake malware removal suite.(Citation: OSX Malware Exploits MacKeeper) This type of prompt can be used to collect credentials via various languages such as [AppleScript](https://attack.mitre.org/techniques/T1059/002)(Citation: LogRhythm Do You Trust Oct 2014)(Citation: OSX Keydnap malware)(Citation: Spoofing credential dialogs) and [PowerShell](https://attack.mitre.org/techniques/T1059/001).(Citation: LogRhythm Do You Trust Oct 2014)(Citation: Enigma Phishing for Credentials Jan 2015)(Citation: Spoofing credential dialogs) On Linux systems adversaries may launch dialog boxes prompting users for credentials from malicious shell scripts or the command line (i.e. [Unix Shell](https://attack.mitre.org/techniques/T1059/004)).(Citation: Spoofing credential dialogs) ",https://attack.mitre.org/techniques/T1056/002,11 February 2020,08 March 2022,1.2,"Collection, Credential Access","Monitor process execution for unusual programs as well as malicious instances of [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059) that could be used to prompt users for credentials. For example, command/script history including abnormal parameters (such as requests for credentials and/or strings related to creating password prompts) may be malicious.(Citation: Spoofing credential dialogs) 

Inspect and scrutinize input prompts for indicators of illegitimacy, such as non-traditional banners, text, timing, and/or sources. ","Linux, Windows, macOS","Command: Command Execution, Process: Process Creation, Script: Script Execution",True,T1056,,"Matthew Molyett, @s1air, Cisco Talos",User,,,CAPEC-659,,,"(Citation: objsee mac malware 2017),(Citation: Symantec Calisto July 2018),(Citation: FireEye Hacking FIN4 Video Dec 2014),(Citation: trendmicro xcsset xcode project 2020),(Citation: FireEye Metamorfo Apr 2018),(Citation: MacKeeper Bundlore Apr 2019),(Citation: synack 2016 review),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: FireEye Hacking FIN4 Dec 2014),"
T1056.001,Input Capture: Keylogging,"Adversaries may log user keystrokes to intercept credentials as the user types them. Keylogging is likely to be used to acquire credentials for new access opportunities when [OS Credential Dumping](https://attack.mitre.org/techniques/T1003) efforts are not effective, and may require an adversary to intercept keystrokes on a system for a substantial period of time before credentials can be successfully captured.

Keylogging is the most prevalent type of input capture, with many different ways of intercepting keystrokes.(Citation: Adventures of a Keystroke) Some methods include:

* Hooking API callbacks used for processing keystrokes. Unlike [Credential API Hooking](https://attack.mitre.org/techniques/T1056/004), this focuses solely on API functions intended for processing keystroke data.
* Reading raw keystroke data from the hardware buffer.
* Windows Registry modifications.
* Custom drivers.
* [Modify System Image](https://attack.mitre.org/techniques/T1601) may provide adversaries with hooks into the operating system of network devices to read raw keystrokes for login sessions.(Citation: Cisco Blog Legacy Device Attacks) ",https://attack.mitre.org/techniques/T1056/001,11 February 2020,21 October 2020,1.1,"Collection, Credential Access","Keyloggers may take many forms, possibly involving modification to the Registry and installation of a driver, setting a hook, or polling to intercept keystrokes. Commonly used API calls include `SetWindowsHook`, `GetKeyState`, and `GetAsyncKeyState`.(Citation: Adventures of a Keystroke) Monitor the Registry and file system for such changes, monitor driver installs, and look for common keylogging API calls. API calls alone are not an indicator of keylogging, but may provide behavioral data that is useful when combined with other information such as new files written to disk and unusual processes.","Linux, Network, Windows, macOS","Driver: Driver Load, Process: OS API Execution, Windows Registry: Windows Registry Key Modification",True,T1056,,,"Administrator, root, SYSTEM, User",,,CAPEC-568,,,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Kaspersky Adwind Feb 2016),(Citation: Fidelis njRAT June 2013),(Citation: Cylance Shaheen Nov 2018),(Citation: CopyKittens Nov 2015),(Citation: Kaspersky Lyceum October 2021),(Citation: EST Kimsuky April 2019),(Citation: FoxIT Wocao December 2019),(Citation: FireEye Hacking FIN4 Dec 2014),(Citation: ESET RTM Feb 2017),(Citation: Fortinet Remcos Feb 2017),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Cofense Astaroth Sept 2018),(Citation: CISA AA20-301A Kimsuky),(Citation: Imminent Unit42 Dec2019),(Citation: Kaspersky NetTraveler),(Citation: ClearSky Wilted Tulip July 2017),(Citation: Symantec Remsec IOCs),(Citation: Fysbis Palo Alto Analysis),(Citation: ESET Sednit Part 2),(Citation: Kaspersky QakBot September 2021),(Citation: GitHub PowerSploit May 2012),(Citation: ESET Operation Groundbait),(Citation: Securelist Dtrack),(Citation: Cylance Machete Mar 2017),(Citation: Objective-See MacMa Nov 2021),(Citation: FSecure Lokibot November 2019),(Citation: Malwarebytes Kimsuky June 2021),(Citation: Fortinet Metamorfo Feb 2020),(Citation: FireEye APT33 Webinar Sept 2017),(Citation: Volexity Patchwork June 2018),(Citation: Novetta Blockbuster),(Citation: Zscaler Cobian Aug 2017),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: Trend Micro DRBControl February 2020),(Citation: KISA Operation Muzabi),(Citation: FireEye Hacking FIN4 Video Dec 2014),(Citation: Cisco Talos Transparent Tribe Education Campaign July 2022),(Citation: Kaspersky TajMahal April 2019),(Citation: FireEye APT34 July 2019),(Citation: Forcepoint Monsoon),(Citation: Prevailion DarkWatchman 2021),(Citation: Kaspersky Transparent Tribe August 2020),(Citation: Hacker News LuckyMouse June 2018),(Citation: Kaspersky Carbanak),(Citation: Symantec Chafer Dec 2015),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: SecureWorks August 2019),(Citation: Scarlet Mimic Jan 2016),(Citation: McAfee Cuba April 2021),(Citation: Talos Remcos Aug 2018),(Citation: CIRCL PlugX March 2013),(Citation: Secureworks Karagany July 2019),(Citation: Github PowerShell Empire),(Citation: CheckPoint Volatile Cedar March 2015),(Citation: Cybereason PowerLess February 2022),(Citation: Unit42 Redaman January 2019),(Citation: FireEye Shining A Light on DARKSIDE May 2021),(Citation: CISA EB Aug 2020),(Citation: FBI FLASH APT39 September 2020),(Citation: Talos NavRAT May 2018),(Citation: Volexity InkySquid RokRAT August 2021),(Citation: Profero APT27 December 2020),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Rapid7 KeyBoy Jun 2013),(Citation: GitHub QuasarRAT),(Citation: McAfee Gold Dragon),(Citation: Palo Alto OilRig May 2016),(Citation: Microsoft SIR Vol 19),(Citation: Kaspersky Darkhotel),(Citation: Cybereason Kimsuky November 2020),(Citation: FireEye Periscope March 2018),(Citation: 360 Machete Sep 2020),(Citation: DOJ GRU Indictment Jul 2018),(Citation: Unit 42 VERMIN Jan 2018),(Citation: Radware Micropsia July 2018),(Citation: PaloAlto NanoCore Feb 2016),(Citation: BH Manul Aug 2016),(Citation: Bitdefender APT28 Dec 2015),(Citation: Trend Micro Qakbot December 2020),(Citation: DigiTrust Agent Tesla Jan 2017),(Citation: TrendMicro Pawn Storm Dec 2020),(Citation: Crowdstrike DNC June 2016),(Citation: FireEye CARBANAK June 2017),(Citation: ESET Okrum July 2019),(Citation: Talos Agent Tesla Oct 2018),(Citation: PaloAlto Patchwork Mar 2018),(Citation: PowerSploit Documentation),(Citation: NCC Group APT15 Alive and Strong),(Citation: Cybereason Cobalt Kitty 2017),(Citation: Symantec Chafer February 2018),(Citation: Talent-Jump Clambling February 2020),(Citation: ESET Grandoreiro April 2020),(Citation: Talos Konni May 2017),(Citation: Red Canary NETWIRE January 2020),(Citation: Symantec Catchamas April 2018),(Citation: Microsoft PLATINUM April 2016),(Citation: Baumgartner Naikon 2015),(Citation: Symantec Darkmoon Aug 2005),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Talos ROKRAT),(Citation: FireEye APT37 Feb 2018),(Citation: Fortinet Agent Tesla June 2017),(Citation: Kaspersky ProjectSauron Technical Analysis),(Citation: Securelist Kimsuky Sept 2013),(Citation: Microsoft NICKEL December 2021),(Citation: Novetta Blockbuster Tools),(Citation: Kroll Qakbot June 2020),(Citation: Symantec Sowbug Nov 2017),(Citation: Unit 42 BadPatch Oct 2017),(Citation: Securelist Remexi Jan 2019),(Citation: Check Point Warzone Feb 2020),(Citation: Unit42 BabyShark Apr 2019),(Citation: GitHub Pupy),(Citation: Securelist LuckyMouse June 2018),(Citation: Symantec W32.Duqu),(Citation: Proofpoint NETWIRE December 2020),(Citation: Trend Micro Daserf Nov 2017),(Citation: ESET InvisiMole June 2020),(Citation: Symantec Buckeye),(Citation: FireEye NETWIRE March 2019),(Citation: Palo Alto MoonWind March 2017),(Citation: Unit 42 Magic Hound Feb 2017),(Citation: Kaspersky Ferocious Kitten Jun 2021),(Citation: Trend Micro njRAT 2018),(Citation: Talos ZxShell Oct 2014),(Citation: Talos Kimsuky Nov 2021),(Citation: ESET Telebots Dec 2016),(Citation: SentinelOne MacMa Nov 2021),(Citation: Korean FSI TA505 2020),(Citation: FireEye SMOKEDHAM June 2021),(Citation: Securelist Machete Aug 2014),(Citation: Cofense RevengeRAT Feb 2019),(Citation: GitHub PoshC2),(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Unit 42 Nokki Oct 2018),(Citation: F-Secure The Dukes),(Citation: CISA MAR SLOTHFULMEDIA October 2020),(Citation: Cylance Cleaver),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: Talos PoetRAT April 2020),(Citation: TrendMicro DarkComet Sept 2014),(Citation: FireEye Poison Ivy),(Citation: DustySky),(Citation: jRAT Symantec Aug 2018),(Citation: Alienvault Sykipot DOD Smart Cards),(Citation: Check Point Rocket Kitten),(Citation: objsee mac malware 2017),(Citation: TrendMicro BlackTech June 2017),(Citation: ESET Machete July 2019),(Citation: Gh0stRAT ATT March 2019),(Citation: McAfee Netwire Mar 2015),(Citation: FireEye APT41 Aug 2019),(Citation: Trendmicro Evolving ThiefQuest 2020),(Citation: ESET Casbaneiro Oct 2019),(Citation: GDATA Zeus Panda June 2017),(Citation: Dell TG-3390),(Citation: XAgentOSX 2017),(Citation: TrendMicro Tonto Team October 2020),(Citation: cobaltstrike manual),(Citation: Zscaler Kasidet),(Citation: FireEye APT38 Oct 2018),(Citation: Alintanahin 2014),(Citation: ASERT Donot March 2018),(Citation: Mandiant APT1 Appendix),(Citation: Uptycs Warzone UAC Bypass November 2020),(Citation: Securelist BlackEnergy Nov 2014),(Citation: Citizen Lab Group5),(Citation: ESET Attor Oct 2019),(Citation: PaloAlto CardinalRat Apr 2017),(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: Palo Alto Rover),(Citation: ESET GreyEnergy Oct 2018),(Citation: Amnesty Intl. Ocean Lotus February 2021),(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Bitdefender Agent Tesla April 2020),(Citation: Kaspersky Regin),(Citation: SentinelLabs Agent Tesla Aug 2020),"
T1056.003,Input Capture: Web Portal Capture,"Adversaries may install code on externally facing portals, such as a VPN login page, to capture and transmit credentials of users who attempt to log into the service. For example, a compromised login page may log provided user credentials before logging the user in to the service.

This variation on input capture may be conducted post-compromise using legitimate administrative access as a backup measure to maintain network access through [External Remote Services](https://attack.mitre.org/techniques/T1133) and [Valid Accounts](https://attack.mitre.org/techniques/T1078) or as part of the initial compromise by exploitation of the externally facing web service.(Citation: Volexity Virtual Private Keylogging)",https://attack.mitre.org/techniques/T1056/003,11 February 2020,24 March 2020,1.0,"Collection, Credential Access",File monitoring may be used to detect changes to files in the Web directory for organization login pages that do not match with authorized updates to the Web server's content.,"Linux, Windows, macOS",File: File Modification,True,T1056,,,,,An externally facing login portal is configured.,CAPEC-569,,,"(Citation: CrowdStrike IceApple May 2022),"
T1559,Inter-Process Communication,"Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. IPC is typically used by processes to share data, communicate with each other, or synchronize execution. IPC is also commonly used to avoid situations such as deadlocks, which occurs when processes are stuck in a cyclic waiting pattern. 

Adversaries may abuse IPC to execute arbitrary code or commands. IPC mechanisms may differ depending on OS, but typically exists in a form accessible through programming languages/libraries or native interfaces such as Windows [Dynamic Data Exchange](https://attack.mitre.org/techniques/T1559/002) or [Component Object Model](https://attack.mitre.org/techniques/T1559/001). Linux environments support several different IPC mechanisms, two of which being sockets and pipes.(Citation: Linux IPC) Higher level execution mediums, such as those of [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059)s, may also leverage underlying IPC mechanisms. Adversaries may also use [Remote Services](https://attack.mitre.org/techniques/T1021) such as [Distributed Component Object Model](https://attack.mitre.org/techniques/T1021/003) to facilitate remote IPC execution.(Citation: Fireeye Hunting COM June 2019)",https://attack.mitre.org/techniques/T1559,12 February 2020,11 March 2022,1.2,Execution,"Monitor for strings in files/commands, loaded DLLs/libraries, or spawned processes that are associated with abuse of IPC mechanisms.","Linux, Windows, macOS","Module: Module Load, Process: Process Access, Process: Process Creation, Script: Script Execution",False,,,,"Administrator, SYSTEM, User",1.0,,,,,"(Citation: Accenture HyperStack October 2020),(Citation: Trend Micro Cyclops Blink March 2022),(Citation: Microsoft System Wide Com Keys),(Citation: BleepingComputer DDE Disabled in Word Dec 2017),(Citation: Enigma Reviving DDE Jan 2018),(Citation: Microsoft COM ACL),(Citation: Microsoft ADV170021 Dec 2017),(Citation: GitHub Disable DDEAUTO Oct 2017),(Citation: Microsoft Protected View),(Citation: Microsoft Process Wide Com Keys),(Citation: Microsoft DDE Advisory Nov 2017),(Citation: Microsoft ASR Nov 2017)"
T1559.001,Inter-Process Communication: Component Object Model,"Adversaries may use the Windows Component Object Model (COM) for local code execution. COM is an inter-process communication (IPC) component of the native Windows application programming interface (API) that enables interaction between software objects, or executable code that implements one or more interfaces.(Citation: Fireeye Hunting COM June 2019) Through COM, a client object can call methods of server objects, which are typically binary Dynamic Link Libraries (DLL) or executables (EXE).(Citation: Microsoft COM) Remote COM execution is facilitated by [Remote Services](https://attack.mitre.org/techniques/T1021) such as  [Distributed Component Object Model](https://attack.mitre.org/techniques/T1021/003) (DCOM).(Citation: Fireeye Hunting COM June 2019)

Various COM interfaces are exposed that can be abused to invoke arbitrary execution via a variety of programming languages such as C, C++, Java, and [Visual Basic](https://attack.mitre.org/techniques/T1059/005).(Citation: Microsoft COM) Specific COM objects also exist to directly perform functions beyond code execution, such as creating a [Scheduled Task/Job](https://attack.mitre.org/techniques/T1053), fileless download/execution, and other adversary behaviors related to privilege escalation and persistence.(Citation: Fireeye Hunting COM June 2019)(Citation: ProjectZero File Write EoP Apr 2018)",https://attack.mitre.org/techniques/T1559/001,12 February 2020,26 July 2021,1.1,Execution,"Monitor for COM objects loading DLLs and other modules not typically associated with the application.(Citation: Enigma Outlook DCOM Lateral Movement Nov 2017) Enumeration of COM objects, via [Query Registry](https://attack.mitre.org/techniques/T1012) or [PowerShell](https://attack.mitre.org/techniques/T1059/001), may also proceed malicious use.(Citation: Fireeye Hunting COM June 2019)(Citation: Enigma MMC20 COM Jan 2017)

Monitor for spawning of processes associated with COM objects, especially those invoked by a user different than the one currently logged on. ",Windows,"Module: Module Load, Process: Process Creation, Script: Script Execution",True,T1559,,,,1.0,,,,,"(Citation: ESET Hermetic Wizard March 2022),(Citation: ESET Gelsemium June 2021),(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: Securelist MuddyWater Oct 2018),(Citation: Bromium Ursnif Mar 2017),(Citation: Proofpoint Bumblebee April 2022),(Citation: ClearSky MuddyWater June 2019),(Citation: ESET Trickbot Oct 2020),(Citation: DHS CISA AA22-055A MuddyWater February 2022),(Citation: ESET InvisiMole June 2020),(Citation: ESET Gamaredon June 2020),(Citation: Microsoft NICKEL December 2021),(Citation: ClearSky Siamesekitten August 2021),(Citation: Eset Ramsay May 2020),(Citation: FireEye MuddyWater Mar 2018),(Citation: Microsoft Protected View),(Citation: Microsoft Process Wide Com Keys),(Citation: Microsoft COM ACL),(Citation: Microsoft System Wide Com Keys)"
T1559.002,Inter-Process Communication: Dynamic Data Exchange,"Adversaries may use Windows Dynamic Data Exchange (DDE) to execute arbitrary commands. DDE is a client-server protocol for one-time and/or continuous inter-process communication (IPC) between applications. Once a link is established, applications can autonomously exchange transactions consisting of strings, warm data links (notifications when a data item changes), hot data links (duplications of changes to a data item), and requests for command execution.

Object Linking and Embedding (OLE), or the ability to link data between documents, was originally implemented through DDE. Despite being superseded by [Component Object Model](https://attack.mitre.org/techniques/T1559/001), DDE may be enabled in Windows 10 and most of Microsoft Office 2016 via Registry keys.(Citation: BleepingComputer DDE Disabled in Word Dec 2017)(Citation: Microsoft ADV170021 Dec 2017)(Citation: Microsoft DDE Advisory Nov 2017)

Microsoft Office documents can be poisoned with DDE commands, directly or through embedded files, and used to deliver execution via [Phishing](https://attack.mitre.org/techniques/T1566) campaigns or hosted Web content, avoiding the use of Visual Basic for Applications (VBA) macros.(Citation: SensePost PS DDE May 2016)(Citation: Kettle CSV DDE Aug 2014)(Citation: Enigma Reviving DDE Jan 2018)(Citation: SensePost MacroLess DDE Oct 2017) Similarly, adversaries may infect payloads to execute applications and/or commands on a victim device by way of embedding DDE formulas within a CSV file intended to be opened through a Windows spreadsheet program.(Citation: OWASP CSV Injection)(Citation: CSV Excel Macro Injection )

DDE could also be leveraged by an adversary operating on a compromised machine who does not have direct access to a [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059). DDE execution can be invoked remotely via [Remote Services](https://attack.mitre.org/techniques/T1021) such as [Distributed Component Object Model](https://attack.mitre.org/techniques/T1021/003) (DCOM).(Citation: Fireeye Hunting COM June 2019)",https://attack.mitre.org/techniques/T1559/002,12 February 2020,22 February 2022,1.2,Execution,"Monitor processes for abnormal behavior indicative of DDE abuse, such as Microsoft Office applications loading DLLs and other modules not typically associated with the application or these applications spawning unusual processes (such as cmd.exe).

OLE, Office Open XML, CSV, and other files can be scanned for ‘DDEAUTO', ‘DDE’, and other strings indicative of DDE execution.(Citation: NVisio Labs DDE Detection Oct 2017)(Citation: OWASP CSV Injection)(Citation: CSV Excel Macro Injection )",Windows,"Module: Module Load, Process: Process Creation, Script: Script Execution",True,T1559,,,User,1.0,,,,,"(Citation: McAfee APT28 DDE2 Nov 2017),(Citation: McAfee Sharpshooter December 2018),(Citation: PWC KeyBoys Feb 2017),(Citation: ESET RTM Feb 2017),(Citation: Symantec Gallmaker Oct 2018),(Citation: Securelist MuddyWater Oct 2018),(Citation: FireEye MuddyWater Mar 2018),(Citation: Talos Cobalt Group July 2018),(Citation: Talos GravityRAT),(Citation: CyberScoop FIN7 Oct 2017),(Citation: Securelist ScarCruft Jun 2016),(Citation: Accenture MUDCARP March 2019),(Citation: McAfee APT28 DDE1 Nov 2017),(Citation: FireEye HAWKBALL Jun 2019),(Citation: Palo Alto Sofacy 06-2018),(Citation: SentinelOne Valak June 2020),(Citation: Rewterz Sidewinder APT April 2020),(Citation: Cisco Talos Bitter Bangladesh May 2022),(Citation: Proofpoint TA505 June 2018),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Eset Ramsay May 2020),(Citation: Rewterz Sidewinder COVID-19 June 2020),(Citation: Talos PoetRAT April 2020),(Citation: BleepingComputer DDE Disabled in Word Dec 2017),(Citation: Enigma Reviving DDE Jan 2018),(Citation: Microsoft ADV170021 Dec 2017),(Citation: GitHub Disable DDEAUTO Oct 2017),(Citation: Microsoft Protected View),(Citation: Microsoft DDE Advisory Nov 2017),(Citation: Microsoft ASR Nov 2017)"
T1559.003,Inter-Process Communication: XPC Services,"Adversaries can provide malicious content to an XPC service daemon for local code execution. macOS uses XPC services for basic inter-process communication between various processes, such as between the XPC Service daemon and third-party application privileged helper tools. Applications can send messages to the XPC Service daemon, which runs as root, using the low-level XPC Service <code>C API</code> or the high level <code>NSXPCConnection API</code> in order to handle tasks that require elevated privileges (such as network connections). Applications are responsible for providing the protocol definition which serves as a blueprint of the XPC services. Developers typically use XPC Services to provide applications stability and privilege separation between the application client and the daemon.(Citation: creatingXPCservices)(Citation: Designing Daemons Apple Dev)

Adversaries can abuse XPC services to execute malicious content. Requests for malicious execution can be passed through the application's XPC Services handler.(Citation: CVMServer Vuln)(Citation: Learn XPC Exploitation) This may also include identifying and abusing improper XPC client validation and/or poor sanitization of input parameters to conduct [Exploitation for Privilege Escalation](https://attack.mitre.org/techniques/T1068).",https://attack.mitre.org/techniques/T1559/003,12 October 2021,20 April 2022,1.0,Execution,,macOS,Process: Process Access,True,T1559,,Csaba Fitzl @theevilbit of Offensive Security,,0.0,,,,,","
T1534,Internal Spearphishing,"Adversaries may use internal spearphishing to gain access to additional information or exploit other users within the same organization after they already have access to accounts or systems within the environment. Internal spearphishing is multi-staged campaign where an email account is owned either by controlling the user's device with previously installed malware or by compromising the account credentials of the user. Adversaries attempt to take advantage of a trusted internal account to increase the likelihood of tricking the target into falling for the phish attempt.(Citation: Trend Micro When Phishing Starts from the Inside 2017)

Adversaries may leverage [Spearphishing Attachment](https://attack.mitre.org/techniques/T1566/001) or [Spearphishing Link](https://attack.mitre.org/techniques/T1566/002) as part of internal spearphishing to deliver a payload or redirect to an external site to capture credentials through [Input Capture](https://attack.mitre.org/techniques/T1056) on sites that mimic email login interfaces.

There have been notable incidents where internal spearphishing has been used. The Eye Pyramid campaign used phishing emails with malicious attachments for lateral movement between victims, compromising nearly 18,000 email accounts in the process.(Citation: Trend Micro When Phishing Starts from the Inside 2017) The Syrian Electronic Army (SEA) compromised email accounts at the Financial Times (FT) to steal additional account credentials. Once FT learned of the campaign and began warning employees of the threat, the SEA sent phishing emails mimicking the Financial Times IT department and were able to compromise even more users.(Citation: THE FINANCIAL TIMES LTD 2019.)",https://attack.mitre.org/techniques/T1534,04 September 2019,08 March 2022,1.2,Lateral Movement,"Network intrusion detection systems and email gateways usually do not scan internal email, but an organization can leverage the journaling-based solution which sends a copy of emails to a security service for offline analysis or incorporate service-integrated solutions using on-premise or API-based integrations to help detect internal spearphishing campaigns.(Citation: Trend Micro When Phishing Starts from the Inside 2017)","Google Workspace, Linux, Office 365, SaaS, Windows, macOS","Application Log: Application Log Content, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow",False,,,"Swetha Prabakaran, Microsoft Threat Intelligence Center (MSTIC); Tim MalcomVetter",User,,,,,,"(Citation: KISA Operation Muzabi),(Citation: SecureWorks August 2019),(Citation: ClearSky Lazarus Aug 2020),(Citation: ESET Gamaredon June 2020),(Citation: CISA AA21-200A APT40 July 2021),"
